GO_id_or_uniprot_term	Description	OurLocalization	UniquePriorityNumber	SpatialRelation
GO:0071627	integral component of fungal-type vacuolar membrane	Unknown	0	IN Extracellular
GO:0071628	intrinsic component of fungal-type vacuolar membrane	Unknown	0	IN Extracellular
GO:0071664	catenin-TCF7L2 complex	Unknown	0	IN Extracellular
GO:0071665	gamma-catenin-TCF7L2 complex	Unknown	0	IN Extracellular
GO:0071666	Slit-Robo signaling complex	Unknown	0	IN Extracellular
GO:0071682	endocytic vesicle lumen	Unknown	0	IN Extracellular
GO:0071683	sensory dendrite	Unknown	0	IN Extracellular
GO:0071685	NADH dehydrogenase complex (plastoquinone)	Unknown	0	IN Extracellular
GO:0071686	horsetail nucleus	Unknown	0	IN Extracellular
GO:0071687	horsetail nucleus leading edge	Unknown	0	IN Extracellular
GO:0071735	IgG immunoglobulin complex	Unknown	0	IN Extracellular
GO:0071736	"IgG immunoglobulin complex, circulating"	Unknown	0	IN Extracellular
GO:0071737	IgG B cell receptor complex	Unknown	0	IN Extracellular
GO:0071738	IgD immunoglobulin complex	Unknown	0	IN Extracellular
GO:0071739	"IgD immunoglobulin complex, circulating"	Unknown	0	IN Extracellular
GO:0071740	IgD B cell receptor complex	Unknown	0	IN Extracellular
GO:0071741	"IgD immunoglobulin complex, GPI-anchored"	Unknown	0	IN Extracellular
GO:0071742	IgE immunoglobulin complex	Unknown	0	IN Extracellular
GO:0071743	"IgE immunoglobulin complex, circulating"	Unknown	0	IN Extracellular
GO:0071744	IgE B cell receptor complex	Unknown	0	IN Extracellular
GO:0071745	IgA immunoglobulin complex	Unknown	0	IN Extracellular
GO:0071746	"IgA immunoglobulin complex, circulating"	Unknown	0	IN Extracellular
GO:0071747	IgA B cell receptor complex	Unknown	0	IN Extracellular
GO:0071748	monomeric IgA immunoglobulin complex	Unknown	0	IN Extracellular
GO:0071749	polymeric IgA immunoglobulin complex	Unknown	0	IN Extracellular
GO:0071750	dimeric IgA immunoglobulin complex	Unknown	0	IN Extracellular
GO:0071751	secretory IgA immunoglobulin complex	Unknown	0	IN Extracellular
GO:0071752	secretory dimeric IgA immunoglobulin complex	Unknown	0	IN Extracellular
GO:0071753	IgM immunoglobulin complex	Unknown	0	IN Extracellular
GO:0071754	"IgM immunoglobulin complex, circulating"	Unknown	0	IN Extracellular
GO:0071755	IgM B cell receptor complex	Unknown	0	IN Extracellular
GO:0071756	pentameric IgM immunoglobulin complex	Unknown	0	IN Extracellular
GO:0071757	hexameric IgM immunoglobulin complex	Unknown	0	IN Extracellular
GO:0071758	IgW immunoglobulin complex	Unknown	0	IN Extracellular
GO:0071759	IgX immunoglobulin complex	Unknown	0	IN Extracellular
GO:0071760	IgY immunoglobulin complex	Unknown	0	IN Extracellular
GO:0071761	IgZ immunoglobulin complex	Unknown	0	IN Extracellular
GO:0071762	heavy chain immunoglobulin complex	Unknown	0	IN Extracellular
GO:0071778	WINAC complex	Unknown	0	IN Extracellular
GO:0071781	endoplasmic reticulum cisternal network	Unknown	0	IN Extracellular
GO:0071782	endoplasmic reticulum tubular network	Unknown	0	IN Extracellular
GO:0071797	LUBAC complex	Unknown	0	IN Extracellular
GO:0071808	satellite fibril	Unknown	0	IN Extracellular
GO:0071817	MMXD complex	Unknown	0	IN Extracellular
GO:0071818	BAT3 complex	Unknown	0	IN Extracellular
GO:0071819	DUBm complex	Unknown	0	IN Extracellular
GO:0071821	FANCM-MHF complex	Unknown	0	IN Extracellular
GO:0071914	prominosome	Unknown	0	IN Extracellular
GO:0071920	cleavage body	Unknown	0	IN Extracellular
GO:0071942	XPC complex	Unknown	0	IN Extracellular
GO:0071943	Myc-Max complex	Unknown	0	IN Extracellular
GO:0071944	cell periphery	Unknown	0	IN Extracellular
GO:0071953	elastic fiber	Unknown	0	IN Extracellular
GO:0071957	old mitotic spindle pole body	Unknown	0	IN Extracellular
GO:0071958	new mitotic spindle pole body	Unknown	0	IN Extracellular
GO:0071986	Ragulator complex	Unknown	0	IN Extracellular
GO:0072324	ascus epiplasm	Unknown	0	IN Extracellular
GO:0072357	PTW/PP1 phosphatase complex	Unknown	0	IN Extracellular
GO:0072372	primary cilium	Unknown	0	IN Extracellular
GO:0072379	ER membrane insertion complex	Unknown	0	IN Extracellular
GO:0072380	TRC complex	Unknown	0	IN Extracellular
GO:0072487	MSL complex	Unknown	0	IN Extracellular
GO:0072492	host cell mitochondrial intermembrane space	Unknown	0	IN Extracellular
GO:0072493	host cell endosome lumen	Unknown	0	IN Extracellular
GO:0072494	host multivesicular body	Unknown	0	IN Extracellular
GO:0072495	host cell Cajal body	Unknown	0	IN Extracellular
GO:0072516	viral assembly compartment	Unknown	0	IN Extracellular
GO:0072517	host cell viral assembly compartment	Unknown	0	IN Extracellular
GO:0072534	perineuronal net	Unknown	0	IN Extracellular
GO:0072536	interleukin-23 receptor complex	Unknown	0	IN Extracellular
GO:0072546	ER membrane protein complex	Unknown	0	IN Extracellular
GO:0072556	other organism presynaptic membrane	Unknown	0	IN Extracellular
GO:0072557	IPAF inflammasome complex	Unknown	0	IN Extracellular
GO:0072558	NLRP1 inflammasome complex	Unknown	0	IN Extracellular
GO:0072559	NLRP3 inflammasome complex	Unknown	0	IN Extracellular
GO:0072562	blood microparticle	Unknown	0	IN Extracellular
GO:0072563	endothelial microparticle	Unknown	0	IN Extracellular
GO:0072588	box H/ACA RNP complex	Unknown	0	IN Extracellular
GO:0072589	box H/ACA scaRNP complex	Unknown	0	IN Extracellular
GO:0072669	tRNA-splicing ligase complex	Unknown	0	IN Extracellular
GO:0072686	mitotic spindle	Unknown	0	IN Extracellular
GO:0072687	meiotic spindle	Unknown	0	IN Extracellular
GO:0075341	host cell PML body	Unknown	0	IN Extracellular
GO:0080008	Cul4-RING ubiquitin ligase complex	Unknown	0	IN Extracellular
GO:0080085	"signal recognition particle, chloroplast targeting"	Unknown	0	IN Extracellular
GO:0085026	tubovesicular membrane network	Unknown	0	IN Extracellular
GO:0085035	haustorium	Unknown	0	IN Extracellular
GO:0085036	extrahaustorial matrix	Unknown	0	IN Extracellular
GO:0085037	extrahaustorial membrane	Unknown	0	IN Extracellular
GO:0085039	extra-invasive hyphal membrane	Unknown	0	IN Extracellular
GO:0085040	extra-invasive hyphal space	Unknown	0	IN Extracellular
GO:0085041	arbuscule	Unknown	0	IN Extracellular
GO:0085042	periarbuscular membrane	Unknown	0	IN Extracellular
GO:0090123	lysosomal glycocalyx	Unknown	0	IN Extracellular
GO:0090395	plant cell papilla	Unknown	0	IN Extracellular
GO:0090396	leaf papilla	Unknown	0	IN Extracellular
GO:0090397	stigma papilla	Unknown	0	IN Extracellular
GO:0090404	pollen tube tip	Unknown	0	IN Extracellular
GO:0090405	unicellular trichome branch	Unknown	0	IN Extracellular
GO:0090406	pollen tube	Unknown	0	IN Extracellular
GO:0090443	FAR/SIN/STRIPAK complex	Unknown	0	IN Extracellular
GO:0090498	extrinsic component of Golgi membrane	Unknown	0	IN Extracellular
GO:0090512	eisosome membrane domain/MCC	Unknown	0	IN Extracellular
GO:0090533	cation-transporting ATPase complex	Unknown	0	IN Extracellular
GO:0090534	calcium ion-transporting ATPase complex	Unknown	0	IN Extracellular
GO:0090535	WICH complex	Unknown	0	IN Extracellular
GO:0090536	NoRC complex	Unknown	0	IN Extracellular
GO:0090537	CERF complex	Unknown	0	IN Extracellular
GO:0090543	Flemming body	Unknown	0	IN Extracellular
GO:0090544	BAF-type complex	Unknown	0	IN Extracellular
GO:0090545	CHD-type complex	Unknown	0	IN Extracellular
GO:0090552	unicellular trichome apex	Unknown	0	IN Extracellular
GO:0090553	unicellular trichome tip	Unknown	0	IN Extracellular
GO:0097002	mitochondrial inner boundary membrane	Unknown	0	IN Extracellular
GO:0097013	phagocytic vesicle lumen	Unknown	0	IN Extracellular
GO:0097014	ciliary cytoplasm	Unknown	0	IN Extracellular
GO:0097015	bacterial-type flagellar cytoplasm	Unknown	0	IN Extracellular
GO:0097025	MPP7-DLG1-LIN7 complex	Unknown	0	IN Extracellular
GO:0097038	perinuclear endoplasmic reticulum	Unknown	0	IN Extracellular
GO:0097042	extrinsic component of fungal-type vacuolar membrane	Unknown	0	IN Extracellular
GO:0097047	DNA replication termination region	Unknown	0	IN Extracellular
GO:0097057	TRAF2-GSTP1 complex	Unknown	0	IN Extracellular
GO:0097058	CRLF-CLCF1 complex	Unknown	0	IN Extracellular
GO:0097059	CNTFR-CLCF1 complex	Unknown	0	IN Extracellular
GO:0097060	synaptic membrane	Unknown	0	IN Extracellular
GO:0097071	interferon regulatory factor complex	Unknown	0	IN Extracellular
GO:0097072	interferon regulatory factor 3 complex	Unknown	0	IN Extracellular
GO:0097073	interferon regulatory factor 5 complex	Unknown	0	IN Extracellular
GO:0097074	interferon regulatory factor 7 complex	Unknown	0	IN Extracellular
GO:0097075	interferon regulatory factor 3-interferon regulatory factor 7 complex	Unknown	0	IN Extracellular
GO:0097076	transforming growth factor beta activated kinase 1 complex	Unknown	0	IN Extracellular
GO:0097078	FAl1-SGD1 complex	Unknown	0	IN Extracellular
GO:0097085	interferon regulatory factor 3-interferon regulatory factor 5 complex	Unknown	0	IN Extracellular
GO:0097121	cyclin A1-CDK1 complex	Unknown	0	IN Extracellular
GO:0097122	cyclin A2-CDK1 complex	Unknown	0	IN Extracellular
GO:0097123	cyclin A1-CDK2 complex	Unknown	0	IN Extracellular
GO:0097124	cyclin A2-CDK2 complex	Unknown	0	IN Extracellular
GO:0097125	cyclin B1-CDK1 complex	Unknown	0	IN Extracellular
GO:0097126	cyclin B2-CDK1 complex	Unknown	0	IN Extracellular
GO:0097127	cyclin B3-CDK2 complex	Unknown	0	IN Extracellular
GO:0097128	cyclin D1-CDK4 complex	Unknown	0	IN Extracellular
GO:0097129	cyclin D2-CDK4 complex	Unknown	0	IN Extracellular
GO:0097130	cyclin D3-CDK4 complex	Unknown	0	IN Extracellular
GO:0097131	cyclin D1-CDK6 complex	Unknown	0	IN Extracellular
GO:0097132	cyclin D2-CDK6 complex	Unknown	0	IN Extracellular
GO:0097133	cyclin D3-CDK6 complex	Unknown	0	IN Extracellular
GO:0097134	cyclin E1-CDK2 complex	Unknown	0	IN Extracellular
GO:0097135	cyclin E2-CDK2 complex	Unknown	0	IN Extracellular
GO:0097136	Bcl-2 family protein complex	Unknown	0	IN Extracellular
GO:0097137	BAD-BCL-xl complex	Unknown	0	IN Extracellular
GO:0097138	BAD-BCL-2 complex	Unknown	0	IN Extracellular
GO:0097139	BID-BCL-2 complex	Unknown	0	IN Extracellular
GO:0097140	BIM-BCL-xl complex	Unknown	0	IN Extracellular
GO:0097141	BIM-BCL-2 complex	Unknown	0	IN Extracellular
GO:0097142	PUMA-BCL-2 complex	Unknown	0	IN Extracellular
GO:0097143	PUMA-BCL-xl complex	Unknown	0	IN Extracellular
GO:0097144	BAX complex	Unknown	0	IN Extracellular
GO:0097145	BAK complex	Unknown	0	IN Extracellular
GO:0097146	NOXA-BCL-xl complex	Unknown	0	IN Extracellular
GO:0097147	NOXA-BCL-2 complex	Unknown	0	IN Extracellular
GO:0097148	BCL-2 complex	Unknown	0	IN Extracellular
GO:0097149	centralspindlin complex	Unknown	0	IN Extracellular
GO:0097165	nuclear stress granule	Unknown	0	IN Extracellular
GO:0097169	AIM2 inflammasome complex	Unknown	0	IN Extracellular
GO:0097179	protease inhibitor complex	Unknown	0	IN Extracellular
GO:0097180	serine protease inhibitor complex	Unknown	0	IN Extracellular
GO:0097181	protein C inhibitor-coagulation factor V complex	Unknown	0	IN Extracellular
GO:0097182	protein C inhibitor-coagulation factor Xa complex	Unknown	0	IN Extracellular
GO:0097183	protein C inhibitor-coagulation factor XI complex	Unknown	0	IN Extracellular
GO:0097189	apoptotic body	Unknown	0	IN Extracellular
GO:0097196	Shu complex	Unknown	0	IN Extracellular
GO:0097197	tetraspanin-enriched microdomain	Unknown	0	IN Extracellular
GO:0097203	phagocytic cup lip	Unknown	0	IN Extracellular
GO:0097204	phagocytic cup base	Unknown	0	IN Extracellular
GO:0097208	alveolar lamellar body	Unknown	0	IN Extracellular
GO:0097209	epidermal lamellar body	Unknown	0	IN Extracellular
GO:0097217	sieve area	Unknown	0	IN Extracellular
GO:0097218	sieve plate	Unknown	0	IN Extracellular
GO:0097219	compound sieve plate	Unknown	0	IN Extracellular
GO:0097220	simple sieve plate	Unknown	0	IN Extracellular
GO:0097221	MADS box-forkhead transcription factor complex	Unknown	0	IN Extracellular
GO:0097223	sperm part	Unknown	0	IN Extracellular
GO:0097224	sperm connecting piece	Unknown	0	IN Extracellular
GO:0097225	sperm midpiece	Unknown	0	IN Extracellular
GO:0097226	sperm mitochondrial sheath	Unknown	0	IN Extracellular
GO:0097227	sperm annulus	Unknown	0	IN Extracellular
GO:0097228	sperm principal piece	Unknown	0	IN Extracellular
GO:0097229	sperm end piece	Unknown	0	IN Extracellular
GO:0097232	lamellar body membrane	Unknown	0	IN Extracellular
GO:0097233	alveolar lamellar body membrane	Unknown	0	IN Extracellular
GO:0097234	epidermal lamellar body membrane	Unknown	0	IN Extracellular
GO:0097249	mitochondrial respiratory chain supercomplex	Unknown	0	IN Extracellular
GO:0097255	R2TP complex	Unknown	0	IN Extracellular
GO:0097268	cytoophidium	Unknown	0	IN Extracellular
GO:0097311	biofilm matrix	Unknown	0	IN Extracellular
GO:0097312	biofilm matrix part	Unknown	0	IN Extracellular
GO:0097313	biofilm matrix surface	Unknown	0	IN Extracellular
GO:0097342	ripoptosome	Unknown	0	IN Extracellular
GO:0097344	Rix1 complex	Unknown	0	IN Extracellular
GO:0097346	INO80-type complex	Unknown	0	IN Extracellular
GO:0097347	TAM protein secretion complex	Unknown	0	IN Extracellular
GO:0097348	host cell endocytic vesicle membrane	Unknown	0	IN Extracellular
GO:0097356	perinucleolar compartment	Unknown	0	IN Extracellular
GO:0097361	CIA complex	Unknown	0	IN Extracellular
GO:0097362	MCM8-MCM9 complex	Unknown	0	IN Extracellular
GO:0097373	MCM core complex	Unknown	0	IN Extracellular
GO:0097381	photoreceptor disc membrane	Unknown	0	IN Extracellular
GO:0097386	glial cell projection	Unknown	0	IN Extracellular
GO:0097387	capitate projection	Unknown	0	IN Extracellular
GO:0097407	Bunina body	Unknown	0	IN Extracellular
GO:0097408	fibrillary inclusion	Unknown	0	IN Extracellular
GO:0097409	glial cytoplasmic inclusion	Unknown	0	IN Extracellular
GO:0097412	hyaline inclusion	Unknown	0	IN Extracellular
GO:0097413	Lewy body	Unknown	0	IN Extracellular
GO:0097414	classical Lewy body	Unknown	0	IN Extracellular
GO:0097415	cortical Lewy body	Unknown	0	IN Extracellular
GO:0097416	Lewy body-like hyaline inclusion	Unknown	0	IN Extracellular
GO:0097417	nematosome	Unknown	0	IN Extracellular
GO:0097418	neurofibrillary tangle	Unknown	0	IN Extracellular
GO:0097419	Pick body	Unknown	0	IN Extracellular
GO:0097420	skein-like inclusion	Unknown	0	IN Extracellular
GO:0097422	tubular endosome	Unknown	0	IN Extracellular
GO:0097423	mitochondrion-associated adherens complex	Unknown	0	IN Extracellular
GO:0097424	nucleolus-associated heterochromatin	Unknown	0	IN Extracellular
GO:0097425	smooth endoplasmic reticulum part	Unknown	0	IN Extracellular
GO:0097426	glial filament	Unknown	0	IN Extracellular
GO:0097427	microtubule bundle	Unknown	0	IN Extracellular
GO:0097431	mitotic spindle pole	Unknown	0	IN Extracellular
GO:0097433	dense body	Unknown	0	IN Extracellular
GO:0097440	apical dendrite	Unknown	0	IN Extracellular
GO:0097441	basilar dendrite	Unknown	0	IN Extracellular
GO:0097442	CA3 pyramidal cell dendrite	Unknown	0	IN Extracellular
GO:0097443	sorting endosome	Unknown	0	IN Extracellular
GO:0097444	spine apparatus	Unknown	0	IN Extracellular
GO:0097445	presynaptic active zone dense projection	Unknown	0	IN Extracellular
GO:0097447	dendritic tree	Unknown	0	IN Extracellular
GO:0097448	spine mat	Unknown	0	IN Extracellular
GO:0097449	astrocyte projection	Unknown	0	IN Extracellular
GO:0097450	astrocyte end-foot	Unknown	0	IN Extracellular
GO:0097451	glial limiting end-foot	Unknown	0	IN Extracellular
GO:0097452	GAIT complex	Unknown	0	IN Extracellular
GO:0097453	mesaxon	Unknown	0	IN Extracellular
GO:0097454	Schwann cell microvillus	Unknown	0	IN Extracellular
GO:0097455	spiny bracelet of Nageotte	Unknown	0	IN Extracellular
GO:0097456	terminal loop	Unknown	0	IN Extracellular
GO:0097457	hippocampal mossy fiber	Unknown	0	IN Extracellular
GO:0097458	neuron part	Unknown	0	IN Extracellular
GO:0097462	Lewy neurite	Unknown	0	IN Extracellular
GO:0097463	gemmule	Unknown	0	IN Extracellular
GO:0097464	thorny excrescence	Unknown	0	IN Extracellular
GO:0097465	somatic spine	Unknown	0	IN Extracellular
GO:0097467	type III terminal bouton	Unknown	0	IN Extracellular
GO:0097470	ribbon synapse	Unknown	0	IN Extracellular
GO:0097471	mossy fiber rosette	Unknown	0	IN Extracellular
GO:0097478	leaflet of membrane bilayer	Unknown	0	IN Extracellular
GO:0097481	neuronal postsynaptic density	Unknown	0	IN Extracellular
GO:0097482	muscle cell postsynaptic density	Unknown	0	IN Extracellular
GO:0097483	glial cell postsynaptic density	Unknown	0	IN Extracellular
GO:0097486	multivesicular body lumen	Unknown	0	IN Extracellular
GO:0097487	"multivesicular body, internal vesicle"	Unknown	0	IN Extracellular
GO:0097488	"multivesicular body, internal vesicle membrane"	Unknown	0	IN Extracellular
GO:0097489	"multivesicular body, internal vesicle lumen"	Unknown	0	IN Extracellular
GO:0097495	H-NS-Hha complex	Unknown	0	IN Extracellular
GO:0097504	Gemini of coiled bodies	Unknown	0	IN Extracellular
GO:0097505	Rad6-Rad18 complex	Unknown	0	IN Extracellular
GO:0097511	dendritic cell dendrite	Unknown	0	IN Extracellular
GO:0097512	cardiac myofibril	Unknown	0	IN Extracellular
GO:0097514	sexual spore wall	Unknown	0	IN Extracellular
GO:0097515	asexual spore wall	Unknown	0	IN Extracellular
GO:0097516	microvillar actin bundle	Unknown	0	IN Extracellular
GO:0097517	contractile actin filament bundle	Unknown	0	IN Extracellular
GO:0097518	parallel actin filament bundle	Unknown	0	IN Extracellular
GO:0097519	DNA recombinase complex	Unknown	0	IN Extracellular
GO:0097520	"nucleotide-excision repair, preincision complex"	Unknown	0	IN Extracellular
GO:0097522	protein-DNA ISRE complex	Unknown	0	IN Extracellular
GO:0097523	transcription ternary complex	Unknown	0	IN Extracellular
GO:0097524	sperm plasma membrane	Unknown	0	IN Extracellular
GO:0097525	spliceosomal snRNP complex	Unknown	0	IN Extracellular
GO:0097526	spliceosomal tri-snRNP complex	Unknown	0	IN Extracellular
GO:0097537	Y-shaped link	Unknown	0	IN Extracellular
GO:0097538	ciliary necklace	Unknown	0	IN Extracellular
GO:0097539	ciliary transition fiber	Unknown	0	IN Extracellular
GO:0097540	axonemal central pair	Unknown	0	IN Extracellular
GO:0097541	axonemal basal plate	Unknown	0	IN Extracellular
GO:0097542	ciliary tip	Unknown	0	IN Extracellular
GO:0097543	ciliary inversin compartment	Unknown	0	IN Extracellular
GO:0097544	ciliary shaft	Unknown	0	IN Extracellular
GO:0097545	axonemal outer doublet	Unknown	0	IN Extracellular
GO:0097546	ciliary base	Unknown	0	IN Extracellular
GO:0097547	synaptic vesicle protein transport vesicle	Unknown	0	IN Extracellular
GO:0097550	transcriptional preinitiation complex	Unknown	0	IN Extracellular
GO:0097554	left anterior flagellum	Unknown	0	IN Extracellular
GO:0097555	right anterior flagellum	Unknown	0	IN Extracellular
GO:0097556	left posteriolateral flagellum	Unknown	0	IN Extracellular
GO:0097557	right posteriolateral flagellum	Unknown	0	IN Extracellular
GO:0097558	left ventral flagellum	Unknown	0	IN Extracellular
GO:0097559	right ventral flagellum	Unknown	0	IN Extracellular
GO:0097560	left caudal flagellum	Unknown	0	IN Extracellular
GO:0097561	right caudal flagellum	Unknown	0	IN Extracellular
GO:0097562	left lateral basal body pair	Unknown	0	IN Extracellular
GO:0097563	left middle basal body pair	Unknown	0	IN Extracellular
GO:0097564	right lateral basal body pair	Unknown	0	IN Extracellular
GO:0097565	right middle basal body pair	Unknown	0	IN Extracellular
GO:0097566	left tetrad	Unknown	0	IN Extracellular
GO:0097567	right tetrad	Unknown	0	IN Extracellular
GO:0097568	median body	Unknown	0	IN Extracellular
GO:0097569	lateral shield	Unknown	0	IN Extracellular
GO:0097570	cyst wall	Unknown	0	IN Extracellular
GO:0097571	left nucleus	Unknown	0	IN Extracellular
GO:0097572	right nucleus	Unknown	0	IN Extracellular
GO:0098009	"virus terminase, large subunit"	Unknown	0	IN Extracellular
GO:0098015	virus tail	Unknown	0	IN Extracellular
GO:0098017	"viral capsid, major subunit"	Unknown	0	IN Extracellular
GO:0098018	"viral capsid, minor subunit"	Unknown	0	IN Extracellular
GO:0098019	"virus tail, major subunit"	Unknown	0	IN Extracellular
GO:0098020	"virus tail, minor subunit"	Unknown	0	IN Extracellular
